"","Timepoint","Mouse"
"MOUSE_CELL_11259","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11260","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11262","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11264","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11268","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11271","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11281","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11284","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11288","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11289","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11296","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11298","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11300","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11302","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11304","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11307","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11315","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11317","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11319","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11320","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11323","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11326","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11331","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11333","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11336","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11340","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11341","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11343","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11345","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11358","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11361","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11366","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11369","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11388","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11389","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11390","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11391","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11393","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11395","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11396","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11401","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11403","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11405","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11412","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11419","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11424","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11427","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11428","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11430","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11435","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11436","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11438","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11441","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11445","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11454","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11456","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11457","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11459","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11461","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11463","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11466","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11471","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11472","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11473","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11474","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11475","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11482","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11484","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11489","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11491","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11495","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11504","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11507","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11509","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11511","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11513","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11516","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11517","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11524","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11526","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11527","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11529","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11532","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11534","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11536","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11537","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11543","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11548","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11552","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11569","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11583","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11586","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11590","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11592","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11604","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11610","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11612","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11617","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11624","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11627","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11634","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11635","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11636","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11638","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11642","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11643","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11645","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11648","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11649","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11652","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11656","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11667","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11669","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11673","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11674","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11675","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11685","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11686","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11689","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11692","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11701","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11705","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11706","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11707","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11717","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11733","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11736","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11742","72hpi","72hpi_mouse_id_65"
"MOUSE_CELL_11767","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11781","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11785","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11823","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11838","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11840","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11841","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11842","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11846","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11874","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11884","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11896","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11903","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11904","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11947","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11950","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11960","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11961","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11979","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_11992","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12014","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12030","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12039","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12040","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12042","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12043","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12044","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12059","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12060","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12066","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12068","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12074","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12079","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12088","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12115","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12121","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12122","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12168","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12184","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12210","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12215","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12217","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12218","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12219","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12229","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12235","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12236","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12251","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12253","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12255","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12280","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12281","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12282","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12284","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12285","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12292","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12293","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12306","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12314","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12315","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12328","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12329","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12331","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12334","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12344","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12360","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12380","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12390","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12397","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12417","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12418","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12435","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12453","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12468","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12490","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12506","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12513","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12517","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12539","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12543","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12562","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12563","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12574","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12579","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12584","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12594","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12598","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12599","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12611","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12619","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12620","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12646","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12665","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12682","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12686","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12691","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12720","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12721","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12735","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12752","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12759","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12776","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12788","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12798","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12820","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12821","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12839","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12845","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12848","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12857","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12879","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12884","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12885","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12887","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12889","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12903","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12916","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12926","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12930","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12933","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12941","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12946","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12948","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12960","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12970","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12974","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12975","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12988","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_12992","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13027","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13029","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13036","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13048","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13060","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13065","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13077","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13078","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13079","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13087","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13093","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13102","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13105","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13123","uninjured","uninjured_mouse_id_56"
"MOUSE_CELL_13133","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13143","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13151","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13153","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13158","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13172","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13188","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13197","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13203","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13242","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13255","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13258","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13259","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13261","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13286","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13288","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13301","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13302","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13308","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13309","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13326","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13339","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13342","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13352","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13355","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13360","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13362","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13383","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13387","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13393","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13397","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13403","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13407","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13418","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13429","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13436","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13438","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13447","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13449","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13463","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13466","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13472","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13477","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13480","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13496","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13498","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13500","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13503","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13509","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13514","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13520","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13525","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13537","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13557","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13572","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13575","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13582","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13585","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13594","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13598","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13599","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13600","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13605","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13619","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13628","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13630","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13652","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13653","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13660","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13666","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13674","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13681","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13703","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13709","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13712","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13715","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13717","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13724","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13725","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13730","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13732","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13742","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13750","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13752","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13756","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13774","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13775","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13779","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13792","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13794","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13800","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13801","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13802","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13806","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13812","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13821","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13829","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13837","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13839","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13845","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13851","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13862","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13863","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13865","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13868","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13869","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13871","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13872","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13878","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13883","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13887","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13889","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13891","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13899","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13900","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13905","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13909","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13926","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13937","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13949","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13950","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13954","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13966","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13973","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13983","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13991","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13992","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_13996","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14010","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14016","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14028","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14039","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14047","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14050","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14056","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14061","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14068","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14077","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14083","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14110","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14111","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14122","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14129","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14146","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14153","48hpi","48hpi_mouse_id_61"
"MOUSE_CELL_14161","48hpi","48hpi_mouse_id_61"
